10000 218829
1235 6607 1
4494 95 3
2247 1363 6
1206 8106 5
4266 7157 13
760 6785 14
5499 2546 8
686 9199 2
1470 2545 10
49 4393 6
6783 6269 20
9963 7788 5
8520 6103 11
7571 2446 11
7993 3838 14
5131 422 5
6061 8564 4
5553 8690 1
8940 199 8
3433 7453 9
4511 1404 19
1862 6545 2
5684 1655 10
1599 9909 19
537 5130 16
9853 5710 18
6423 4387 17
7274 6323 15
6837 5615 19
7385 8353 5
2164 3397 6
6400 5024 5
2974 5399 4
3355 3780 7
7443 9389 6
2983 9615 8
7497 6552 1
2802 1338 18
3559 1720 20
5172 6275 17
4854 2083 11
8580 2655 14
3260 2283 5
4434 1572 19
1805 3842 13
852 1947 7
8118 6244 15
8504 2727 9
4672 8777 19
7405 9613 12
6903 847 4
1510 442 4
7150 1448 8
5957 8851 8
4536 477 2
7655 788 16
1084 2455 1
905 9919 15
6462 2973 8
2911 9607 15
7613 9351 19
5813 3729 5
1877 3142 14
1597 2256 7
3882 6470 4
8972 3139 20
5766 202 12
6121 9556 11
3689 2426 19
5371 2247 12
9331 8627 9
8885 3684 9
1496 9315 7
4633 9433 9
8312 8583 3
526 1272 3
6865 7051 12
8632 5298 10
1515 9862 16
9483 2310 17
1911 5096 3
4899 7297 2
2092 5033 4
8571 602 8
2646 360 12
7248 8802 9
4596 8964 5
5706 4926 10
997 6162 13
5102 4218 15
8104 3300 4
7243 6883 16
5046 5946 7
4295 2503 19
8229 9120 20
5581 5140 17
1491 5532 19
7886 4579 15
4916 1755 2
9241 6888 3
3105 6190 5
7376 2961 9
4310 5822 5
9329 992 9
7904 5025 16
8886 5245 6
9384 1072 14
1809 3251 16
1431 1776 14
527 926 19
5359 7841 2
465 4520 13
6891 286 10
473 5862 7
3707 4281 10
2655 763 8
2711 8170 8
1576 2431 17
8119 7324 1
8487 3380 5
5796 2108 6
4731 6494 17
1926 6136 2
7533 1494 1
3105 5160 11
2045 1827 3
6405 7971 19
1120 4236 8
7594 7433 14
3696 4773 5
9950 6096 15
2584 7308 11
724 726 19
1443 5785 4
2865 8682 14
3560 6919 14
1645 3055 3
8395 3930 14
1404 5206 15
9163 1094 1
799 6527 11
828 8657 11
3651 8260 7
3209 2157 18
8653 6218 17
576 2813 10
535 5485 1
7441 5786 4
1218 1582 7
9708 1882 8
6770 8548 7
4975 2901 20
744 4773 17
529 1484 14
183 2824 10
4710 7040 6
3534 4800 2
4088 9844 18
4725 6079 8
598 3079 4
1759 7340 1
3635 5689 6
6947 5354 9
4950 7504 8
9632 2496 8
3618 2974 6
4100 5478 4
3929 7514 12
4528 8683 7
90 7249 12
3907 5736 17
8027 2177 7
392 9048 16
4701 8504 13
2454 3039 9
5140 9030 12
7004 9340 15
5863 7605 4
6494 1877 10
914 1770 5
3319 5542 10
4382 562 1
564 4605 2
2289 2722 8
9762 1036 9
7680 8884 14
5276 9524 11
5606 291 5
6572 9059 5
3175 2890 20
8068 9299 15
4734 6326 8
5825 1174 11
5975 7134 5
580 6825 8
8050 6067 13
4133 5596 1
5197 4401 18
6670 916 12
7749 2009 10
3753 9925 14
6848 6674 17
6206 7639 5
1154 6467 18
9043 9564 1
9347 9574 2
5546 6932 16
8769 1155 7
6505 902 17
4863 783 1
2177 1938 12
9762 9737 15
8294 9871 13
4300 8984 17
6110 982 7
8030 7499 1
673 2626 7
9799 9942 20
1749 366 10
9692 7757 20
5516 497 4
8587 4631 4
5091 6463 15
4665 8969 8
8929 1735 9
8204 2597 15
3569 8461 14
829 8358 11
6053 779 18
853 7506 9
3728 4129 18
3339 8836 9
9399 159 17
6160 1420 16
1884 5555 15
7264 316 9
336 8251 2
7069 8569 18
5756 2849 5
481 4676 10
6164 2886 15
4024 395 16
5471 4692 20
2544 8391 5
7598 2604 15
2918 6811 3
5696 3681 17
8118 848 14
5478 839 14
9959 385 9
6257 1139 3
5001 9694 11
3533 4169 18
6404 8665 7
8673 4644 5
8742 5295 18
5086 8590 6
4576 8429 16
8441 21 17
4998 6201 6
2285 4237 10
8554 8208 3
9913 6960 13
9436 9354 12
8795 903 15
3336 8192 7
1263 3627 10
4628 4462 5
4238 2133 14
2764 3570 16
9279 4630 20
8756 3688 17
8860 9596 8
8273 9784 18
4729 6058 18
7340 9174 20
7184 3259 14
4637 7357 20
409 9035 13
73 2768 4
3313 9802 4
4239 4469 17
9553 6630 9
6732 4919 7
1856 427 8
8849 9136 17
4496 514 17
6646 3113 16
649 2860 8
6886 7783 19
509 1265 13
9246 4779 1
4368 6098 18
3275 3020 11
2762 5199 10
1224 3996 5
8756 6493 5
41 1117 8
8196 3728 15
2846 6599 2
4686 7145 6
7536 5648 17
6593 5348 8
2265 1807 2
5890 6137 13
5915 6439 10
2351 3749 10
5336 3732 12
6859 2365 7
9089 8667 8
6362 5175 3
2885 3019 10
6929 6604 2
9776 1571 11
2677 7445 17
6694 8728 12
2421 5689 2
5379 4302 1
9181 5993 6
7161 663 10
4210 6432 20
4412 3987 1
9612 8931 11
2469 6108 5
9388 5817 5
2154 1302 2
787 782 9
1918 425 5
1315 5618 7
7122 3124 19
2382 4082 17
992 4103 11
656 2056 5
7544 3572 17
5554 4395 14
7569 9179 6
3141 3789 13
9734 9639 10
7008 9013 15
4130 6417 12
1840 8945 4
6273 1272 10
2962 1971 11
8125 8274 9
3223 1020 12
3754 6827 20
8940 7329 18
7591 2305 9
6859 209 7
5674 9024 16
2795 9080 17
222 5720 18
9992 9707 1
3491 1648 9
2295 7337 15
4058 1070 18
9842 1218 4
6308 3469 7
4499 2495 17
543 6738 7
392 7494 20
6416 6987 13
705 5224 17
9063 8211 10
9139 581 15
9866 9891 8
9197 1115 15
8935 1590 4
4873 817 10
6650 5069 6
7248 4155 7
8284 2766 17
748 7454 15
2974 6978 12
8419 239 14
7160 7954 8
9300 1420 10
8778 519 10
760 8942 2
886 9827 17
975 5045 18
705 4152 5
3628 374 1
4461 9900 10
3000 5035 20
139 5166 8
1687 4030 8
8506 4129 20
3826 6955 11
6207 4459 17
5322 2026 8
9448 514 9
9020 2703 20
1977 555 15
4718 3414 5
3082 7000 18
1630 1814 18
2227 8388 4
1066 4649 5
8941 3205 2
1896 1149 10
3263 8230 19
9196 1330 20
3946 87 3
3321 7336 15
7481 7690 1
8077 2236 1
240 884 18
772 4135 1
6472 7877 11
8080 4620 17
4509 9069 14
1067 3236 8
8909 740 5
1283 4528 18
8933 7341 3
7239 4227 5
3633 1680 15
5195 9249 4
4312 6810 19
348 607 14
9993 6779 18
6649 2433 12
6926 9842 18
6393 898 16
868 4080 3
6778 860 20
3069 2414 8
3396 1180 19
7578 4037 20
4689 8424 11
5520 5905 9
8688 1465 7
5950 2090 1
8318 4008 16
8304 4088 11
2729 2382 20
1979 5961 3
8394 708 19
2845 3722 18
8709 1723 18
6073 4599 5
8759 5649 9
8132 4280 6
7971 1065 4
1080 7409 6
2130 4973 6
4714 2781 13
1518 1835 11
3953 8462 3
4675 1810 16
286 3581 4
7514 2880 14
5051 82 8
1770 1057 8
282 2520 14
1621 1278 10
5938 887 11
6403 3975 15
4416 3846 10
2790 3991 10
5264 2549 18
2418 3371 1
7839 1083 11
6575 5094 10
327 1098 15
2982 9004 4
478 2244 2
7469 4609 11
4 8304 2
7848 3158 20
7695 1079 5
3637 3495 16
6508 6141 15
9163 5324 4
2300 6517 16
8167 962 1
9793 6973 12
4524 7005 13
1980 7817 19
4477 2149 2
7324 5864 4
1345 5122 16
9661 5961 8
7708 4237 15
5283 1953 19
29 9181 16
313 8883 16
4992 4962 13
7619 1283 15
9034 1946 14
4452 7536 6
4227 6694 14
3077 1924 20
44 5936 19
1531 3971 16
2902 7812 11
5548 6309 2
5187 4095 16
5766 6953 11
9892 7488 11
7107 1231 13
8919 3282 6
8901 2329 19
4996 9516 8
2530 726 14
7596 7550 6
7157 3523 5
2150 9696 16
1721 5656 10
2799 9535 17
6778 4676 3
4180 6447 8
3074 2957 1
9525 9456 20
677 4399 7
9153 8791 15
65 7127 15
6178 8531 19
9358 4564 13
7692 6144 14
9510 1890 13
6462 6227 20
6857 7659 8
2508 6954 8
4520 820 10
6640 1848 20
3620 8184 4
2868 338 17
3035 6396 13
5493 7553 3
2534 7880 7
1407 3373 6
8329 2341 20
5688 5722 19
5968 3520 7
4083 121 18
6059 4883 6
5739 7894 4
1934 9556 17
3553 2 17
8912 6803 1
6907 3908 20
2757 3804 14
3650 1609 7
5938 6318 15
2447 317 7
5301 2687 5
8298 9789 4
4343 1477 15
1960 7715 2
9431 3914 5
3223 2341 4
1820 6645 2
2000 307 2
4319 792 13
3905 3187 19
346 6627 9
1693 5986 16
3913 6235 18
6762 2129 1
4420 1247 13
4702 6177 18
9102 9968 10
9246 4405 1
1622 8995 5
5035 2572 15
2095 1134 18
2290 5871 9
9958 4724 2
5352 853 2
7128 8949 8
9496 6809 7
901 6318 20
7041 1532 10
5885 9282 8
6312 5493 20
2573 5707 13
78 8057 1
2126 6184 5
6678 7744 6
5219 5099 15
7375 7055 4
5733 9142 15
7442 8468 8
869 7499 17
4399 6649 16
2149 2951 13
2641 7888 12
8651 2769 13
9124 735 1
2059 7036 15
8567 4256 19
3656 8765 14
2956 2544 9
5088 642 16
9472 3195 7
4089 5753 10
3152 4888 4
3876 2737 3
3505 142 6
3684 7160 7
6626 2939 11
1442 1225 13
3066 1044 19
2201 8408 8
177 3126 4
769 3333 20
5045 2144 10
7522 8787 12
5059 8275 8
3184 6794 11
9942 7504 7
8021 1688 5
9832 6213 10
8695 7928 4
3084 859 10
2800 5253 8
6829 7926 5
7580 8919 11
1709 1762 19
3962 7455 18
4709 2590 17
1674 7226 2
7949 8481 2
9799 231 3
4143 7374 19
3034 9453 4
6086 8445 10
4195 9126 15
2838 9055 7
3388 6873 15
1407 5445 12
2884 928 16
7322 8311 5
5581 2078 4
7864 580 12
2923 4402 9
4299 6467 10
4290 4838 18
5050 573 18
5394 5190 3
8109 7628 14
1178 6183 13
7530 1292 13
7742 7709 6
163 4453 20
5342 1183 3
2630 2154 13
2957 963 4
5383 8698 18
3347 2121 4
565 7192 15
9800 5149 7
9023 7425 4
8069 5173 8
5577 2145 18
80 4941 17
4857 4042 5
3116 9331 10
4143 5083 11
1395 5706 2
6749 737 19
1258 7479 10
1053 1973 1
2615 9803 18
3136 8618 9
8777 9828 7
9137 4713 11
5196 1324 19
7086 6595 11
5983 8836 20
3191 4954 19
6701 9206 16
1645 6276 3
4141 6557 16
1985 2789 20
9422 2586 13
9856 560 1
2010 6076 17
1487 2627 14
5806 3252 12
6832 2868 10
6059 2204 12
536 4515 1
6644 1835 16
9027 3029 3
6685 9455 1
4062 3891 1
9444 9886 7
2711 5301 14
2343 3105 7
9532 3430 17
4555 4071 20
4855 5694 18
7404 795 7
6042 1598 14
3549 4874 1
4675 4051 18
4485 76 11
342 6339 16
4044 9237 17
8394 5445 16
6937 1681 20
3131 9880 7
7330 9121 20
1827 4634 17
9672 5645 3
2956 3131 17
3525 830 16
4510 9574 6
9754 3951 14
728 723 5
4305 2009 1
1190 3861 3
3571 577 6
3207 2387 4
6415 6328 7
6160 2493 6
7057 3798 16
7194 3813 13
2803 9675 7
7868 223 15
2795 8154 19
3869 654 17
9272 8571 8
1857 2645 5
5586 596 15
6727 9679 10
2229 5709 8
3780 68 17
5970 5654 11
4423 5873 14
1386 8862 11
2721 8538 13
9632 6058 18
6583 2070 7
9794 6119 18
8254 8799 9
2460 9638 20
7579 1901 4
8338 6314 20
398 8534 18
6815 4407 17
4849 3469 5
6182 5425 11
2714 8044 2
2525 6376 7
2561 5831 18
3817 5285 2
1303 2023 17
4066 4346 2
6798 1191 10
5404 115 6
278 5623 8
3223 7788 6
4930 6163 18
1037 2070 20
3422 9111 11
637 7811 2
2771 2169 7
4576 595 20
8739 3034 13
1856 9394 5
1315 6547 2
5287 3927 18
2497 3265 9
1572 5346 8
7770 9525 2
2829 1465 16
4511 2818 2
9593 329 4
301 9468 16
5477 9101 20
495 641 15
1305 2421 3
1274 3487 15
1151 8030 9
4907 4890 10
9383 4160 10
5543 2000 4
1617 7217 13
7608 2948 19
32 429 7
7545 3579 10
1952 2615 7
134 9390 20
4332 1032 7
3994 6708 6
9320 3786 13
524 4659 13
5453 9000 19
8800 6203 9
6814 4077 1
3855 7768 20
3598 6639 2
8955 5626 4
2339 5935 18
3946 7195 17
5940 2007 19
9941 3237 6
9266 4727 7
1398 1028 18
6702 4549 2
4739 5831 10
5952 136 9
6306 4919 6
8135 5673 11
3922 4266 2
1769 4205 8
2170 4319 13
2289 3930 16
7993 9294 17
7400 8029 9
451 8883 4
682 6813 18
8396 3039 14
767 3687 4
9275 6211 20
4314 3597 19
7221 2194 14
2601 661 2
9436 5946 7
5234 818 3
875 1110 14
4510 6923 10
1816 8188 19
5372 3710 13
2126 3894 11
9197 1399 3
6701 2311 13
6976 1674 2
5656 6085 15
5506 8241 18
5298 5861 10
748 4811 20
2572 239 14
2016 6859 15
5766 919 18
3338 5026 2
7721 1773 11
4999 2033 3
646 1322 3
8188 3158 9
3831 8128 7
3038 2344 18
6743 2869 18
7105 3514 8
774 7267 17
1576 7746 1
4102 231 3
3696 9148 1
404 1436 5
5313 87 8
8909 7387 4
8267 2034 1
8375 778 8
9329 5676 8
1776 5511 5
9388 4846 15
782 2807 8
5110 2142 12
346 8183 16
3065 6282 11
706 4134 15
8029 7926 6
8580 3012 9
4115 9835 11
7145 8148 7
9848 3701 1
4829 2162 5
3137 928 20
7568 6073 10
8583 1016 11
4721 8444 13
7656 7347 20
4256 7639 14
5906 5924 16
5716 6281 19
5253 4965 12
7992 5016 13
316 4857 4
4263 4298 2
3327 3813 10
9431 3251 5
2864 7473 15
2208 7288 5
3016 7432 18
8018 1958 15
5222 4929 14
6741 6344 11
5756 4336 20
2808 5740 18
2782 9813 6
4465 5113 19
911 2472 7
4692 3623 4
8274 1399 14
251 8994 20
9682 4372 6
5194 1381 6
7206 7303 20
9413 5176 20
9917 9701 1
6631 1054 10
4906 5618 12
8536 6485 3
2964 5426 14
5844 2098 8
1461 6318 18
7403 7729 11
7605 5630 19
2898 2478 11
3834 5947 15
1917 987 17
4087 6071 6
3678 743 7
1686 3443 6
4005 1214 17
4155 1731 14
749 9995 12
718 7417 5
9463 1168 13
8221 5892 7
1519 8806 18
612 1756 20
8657 1101 13
3618 2963 17
5886 2297 18
4961 1731 12
5832 1279 14
1706 3383 6
4926 7251 11
43 1057 20
9262 9688 18
862 4927 20
6798 2395 12
6991 9777 13
7102 7252 9
5745 4226 15
1508 4386 19
8358 7865 16
1132 7242 3
7410 6724 1
2820 5076 6
99 7193 10
5833 9835 12
2567 3155 16
3208 5063 10
754 60 10
8363 416 1
1554 7812 1
3735 5801 7
4057 1013 9
392 2814 6
254 6265 5
7889 2612 12
3449 4690 11
9098 9860 19
2145 7661 6
9375 5692 18
4524 7611 18
5851 2362 17
5194 7268 2
1382 6702 13
9222 1810 16
5465 83 8
5283 5774 1
3460 2833 4
6519 1778 15
2129 602 10
6959 6340 2
5616 7415 11
9575 3139 8
3879 7879 3
1691 7800 13
2893 5451 3
3975 7795 6
522 7273 2
8895 7048 5
5702 8916 3
7301 5165 6
8755 5884 1
8493 4682 5
2529 5759 11
4902 2341 17
9494 3459 19
3328 8944 6
9950 4727 7
3724 8296 7
3694 7902 13
4365 5715 18
5304 495 12
4769 5087 12
19 6244 15
4755 9418 20
8306 9893 4
5480 4955 9
3366 5352 13
9757 5555 1
6778 3231 13
2402 2824 18
6098 4647 11
4685 3752 20
8856 8400 13
2373 9437 12
5643 8806 15
7121 3722 8
6013 5811 14
1077 3289 7
9249 9942 15
1473 7479 4
4327 8413 13
638 8070 3
7101 5811 8
3741 2470 9
8603 5454 5
2198 2280 14
1505 287 4
5602 9384 5
4744 751 8
6958 4573 15
5643 9722 10
1365 5128 16
4441 1395 4
5296 2030 11
3313 2492 4
9669 7546 13
5521 7065 14
5361 5995 2
7492 6616 10
4363 302 12
8623 23 16
4751 3809 1
272 3466 3
1788 701 20
9739 830 13
1843 4150 16
3609 5703 2
9508 5705 18
5622 5915 2
6526 330 8
3150 3954 17
8443 9552 18
4524 5091 10
2462 7686 13
4616 8452 19
6786 392 3
2852 2293 5
5625 6479 20
1690 9490 8
4101 4130 3
8525 5291 19
4095 739 16
1585 9209 15
5690 5082 1
5489 4680 1
8490 1641 15
5956 5572 17
831 9316 20
9460 7897 5
5760 627 8
2452 8691 3
1598 7199 14
3844 2214 12
8591 222 1
3500 2419 7
5211 7876 19
5257 9009 2
6030 7199 13
1584 7516 12
6163 6278 6
5526 2020 12
5570 4070 2
7792 5773 9
6749 658 11
6341 7910 11
1620 2126 7
37 4976 2
2508 111 8
6253 1109 18
1406 586 18
2145 6795 4
569 7774 3
477 476 3
9166 6695 13
9889 8763 19
7388 7722 4
8752 6189 19
4239 6783 7
4637 5657 18
4738 3015 6
826 6438 17
9046 3619 19
3286 4104 16
7350 6005 2
5721 2751 6
6337 5694 6
1157 5364 15
8635 5532 1
2916 568 5
8921 1672 15
3489 1411 19
6191 4913 12
4013 1662 11
9888 2143 5
504 1478 6
3209 9998 18
7841 9317 19
2674 6301 18
2483 9495 4
2874 1148 7
3765 46 5
4310 616 17
2037 8506 15
4734 8731 18
6025 433 13
4492 1452 3
6907 7567 19
9402 9943 14
8584 5315 12
2959 9569 20
9516 6062 18
8158 3460 19
5092 7888 16
1123 4682 18
2553 4664 8
3747 1265 1
7773 9840 6
8390 2034 11
9229 9531 14
6892 5383 1
3306 4916 2
9490 3008 10
9404 5372 5
3256 5145 18
9644 7704 4
1320 4995 12
5462 2637 14
1261 7396 20
5953 4817 20
4022 309 14
1187 6504 2
1884 8959 14
9709 8031 2
9136 5898 20
4039 1489 18
9603 9962 8
9873 5084 9
9928 2352 10
4319 3558 15
3221 9746 11
23 2809 18
3961 7583 10
4769 9744 6
3842 3866 10
34 950 4
2230 2505 2
8254 3042 11
1860 7362 2
4897 1705 15
494 5610 16
1889 5992 5
669 4130 16
4283 2660 12
6986 6008 5
8256 3960 18
2237 4798 18
9827 5027 19
4812 9602 8
5481 5043 2
4345 1043 17
820 1866 7
528 1331 2
9557 5108 15
2964 9543 2
341 4729 4
3261 3631 4
3207 2718 1
3528 3803 4
5125 8266 6
3907 259 14
924 9152 6
2636 1690 10
5165 3984 17
7934 216 4
9643 242 14
4799 4746 20
8819 8825 9
3376 80 6
9172 5960 15
5913 6297 6
8405 2636 6
3385 8869 7
8180 3196 11
1455 4960 6
9625 121 20
7136 5215 16
622 7783 19
9695 7570 1
2930 5518 19
4026 2925 5
6818 9448 17
5358 8220 8
1115 1887 3
5297 698 15
7080 106 9
6720 5236 2
3532 988 4
7981 2088 1
4644 3841 11
6847 9181 7
9572 6654 16
509 8663 14
5795 3308 1
224 9073 20
1420 6248 2
6541 5453 7
218 3570 5
1108 6852 5
5224 7641 12
8768 1294 8
4556 4951 18
6003 5029 17
4456 2054 7
2966 5092 2
1988 9303 5
6258 8207 18
3745 9843 2
6358 3142 17
8981 1177 12
4845 7171 18
1352 8538 9
3459 2772 6
7200 4876 4
7052 7902 10
2710 369 5
3785 4968 4
5005 9595 1
768 648 8
803 9863 17
7551 9109 6
7775 4139 13
1382 5761 20
9534 4246 1
5638 2650 6
6019 1610 12
9601 1380 1
6930 3920 5
3255 9838 18
8992 3105 16
6194 9655 4
369 9445 9
615 7347 13
8774 6466 16
8098 9864 2
330 7338 9
6869 3319 17
4418 7369 11
7125 3424 5
3206 7009 13
8633 7965 18
1863 3277 17
4760 2689 18
3349 3367 17
9622 7062 12
3044 4510 3
6482 4458 15
2501 3216 4
7463 2173 7
676 3223 18
1030 481 4
6490 459 8
9844 3941 8
6311 5484 15
8301 4694 12
4261 4930 3
2621 8268 15
7693 3468 14
1358 9862 12
4511 2393 5
1627 6058 18
9323 4159 18
1897 8100 18
5917 2014 7
9941 5633 4
4098 6535 6
4198 6240 2
9341 7878 17
3143 9693 6
5933 3345 20
3433 2594 7
5334 5604 14
9452 2819 19
4929 291 17
880 2334 12
6907 5716 14
1796 116 10
2350 5903 5
8657 3216 6
4791 6027 6
6444 6554 1
5772 5997 18
6527 8592 19
7184 551 9
9452 6681 7
7262 2579 12
709 4494 11
3030 2916 18
7410 6782 9
8656 4592 8
2504 117 14
8964 3763 3
5979 4978 7
7723 219 8
9880 6330 6
3517 6179 3
985 3734 19
4431 3030 20
8686 9869 8
2767 9659 18
3564 7942 19
7094 3280 13
4670 8150 19
7170 7020 12
7421 9705 5
1190 3613 4
7044 9879 2
9016 6018 13
5628 6494 5
7741 366 3
1545 927 8
2095 5448 8
4988 8902 11
8408 9886 1
3728 6166 1
3766 3078 6
6005 5201 14
5628 2606 19
6992 9108 15
3406 3942 9
3747 1790 15
7025 479 3
7882 3041 14
3682 5204 2
4647 1009 6
6637 2640 3
2420 688 6
1812 6596 4
2525 3485 14
1696 9707 17
5856 5729 5
4737 9620 5
2395 988 2
4101 7827 16
3896 5849 17
6943 2796 16
6255 4644 2
6831 5621 4
2096 9676 18
8641 8367 12
6660 162 9
7372 8745 13
4631 8469 4
7040 9258 13
5740 3025 19
1667 9697 3
2373 7867 19
5074 9651 17
4996 3331 3
2616 6887 10
1196 4989 9
9413 2169 14
262 308 9
694 4370 1
3065 2181 5
8483 5369 5
9409 5213 16
8946 8977 1
2546 407 17
6863 8198 20
7074 6077 15
6797 7948 18
4504 4114 15
9141 6766 6
4397 3409 18
5297 1432 19
7798 9692 2
1965 3818 1
1235 9435 8
6994 4434 13
3791 6024 17
4871 29 17
9084 2861 2
829 8562 4
8482 3362 1
2974 5459 9
6220 8990 1
9946 6825 6
1880 1616 17
2535 2210 20
2497 5442 14
4044 1985 14
114 6754 4
8210 4475 11
2466 1477 12
4319 4066 17
3310 8993 17
5430 792 16
9536 174 20
343 3658 1
6018 9842 8
9208 1294 16
3431 2799 10
3446 4226 16
8511 7891 10
132 2987 14
9740 2594 5
3461 7391 8
9454 235 8
7152 4039 2
8351 2269 9
8936 333 20
7060 7436 9
7038 6182 2
5609 637 17
4414 7636 20
4816 4179 10
1146 2978 17
7949 7149 10
4029 9205 11
3705 1093 4
9126 9652 2
3050 3454 16
7752 7180 19
8292 3074 4
8548 8331 12
7078 7167 15
5771 7678 2
7723 4901 9
299 9090 11
8563 7765 10
4380 4892 14
4117 2752 12
2878 5853 15
2204 9283 20
6026 2877 4
9396 5059 17
3532 5210 15
4999 6018 18
2017 5670 7
7120 3029 6
2409 7027 2
7331 8312 9
2003 5987 4
9647 2344 9
472 9257 10
9210 1251 19
3038 542 2
9056 455 5
8051 4296 12
6495 8189 1
8363 7206 6
8474 2553 8
6607 5081 4
5296 1689 13
123 9511 2
6527 5406 16
6620 7306 12
6179 9459 4
1035 7720 10
8062 1632 13
9473 7126 16
9723 7154 15
8928 502 12
1835 9458 8
243 2754 11
1474 8296 5
2634 556 18
3719 3731 17
8445 5292 3
9215 959 10
1012 2653 7
8461 4411 20
4488 445 18
817 3484 16
1504 6967 2
4946 9963 2
6627 6870 6
1168 9534 19
6382 6800 9
2934 8410 14
4970 1026 20
2178 9301 8
5518 3561 18
8535 225 1
4877 9282 5
1867 8486 20
2074 7782 7
4028 8681 16
8723 5305 13
15 7903 6
6141 3655 20
7258 5081 6
9173 6039 17
8182 3060 6
5884 6387 13
1149 3716 19
2532 2345 4
5507 8918 1
788 9098 4
4732 4056 10
3069 8068 7
9571 2270 10
6287 4325 1
7419 3052 10
4693 7111 15
8284 8802 20
7217 4651 2
4099 6415 15
9676 5963 9
8718 1246 17
4021 6488 19
7290 62 10
9053 5765 12
691 6314 19
9636 2550 2
5200 4494 7
4522 8305 7
5521 3353 17
2029 1319 18
4318 6252 20
2131 4679 12
325 1142 1
6860 5624 6
56 8786 12
9262 4584 1
7065 4599 2
6437 2862 14
74 52 6
143 8833 12
253 1821 17
1897 7514 19
2606 877 9
9632 6821 11
7728 9537 15
5807 7304 14
1635 8645 10
9656 4453 7
439 5895 1
5642 7242 13
5989 2430 10
6039 3291 7
3859 797 5
5432 4896 18
4506 2641 20
2887 4408 13
5294 635 17
143 3890 9
4529 5731 19
8571 1212 6
2685 9987 18
4369 4947 1
8420 5620 3
9490 7022 20
2478 4689 8
8232 3662 13
2534 3693 20
2483 6302 7
7626 9690 18
8825 8139 15
2805 5153 3
9537 5481 10
4018 1776 19
2611 2026 7
3351 2156 7
39 1923 9
5060 2283 5
7936 4709 15
8447 9173 4
5547 1340 16
982 2928 18
4865 5136 2
5384 9837 4
7198 5519 12
2168 684 5
7268 9051 13
2375 3280 20
2377 3869 19
4468 7032 1
1729 5485 8
8619 1378 15
1648 4645 7
8016 6325 4
1383 8361 12
6479 1843 12
8097 8237 19
4314 9663 15
2498 5420 10
2838 7594 7
340 7288 18
9321 1037 15
2486 1819 11
5964 8763 15
9884 6273 3
7783 5907 9
4304 9562 9
9486 2449 2
5179 8974 13
3522 274 1
6790 5216 11
9175 2558 13
4110 2695 13
7411 7605 14
1283 859 20
759 5776 4
101 7819 19
8034 5626 1
6114 8192 7
7386 8722 19
3047 5653 17
384 9495 20
4937 222 12
7495 8344 10
2904 6410 7
3801 1454 7
7353 8255 7
4463 6751 14
2053 248 14
9762 8505 9
7947 7317 17
8763 336 20
5414 1976 12
684 9757 15
7667 912 5
976 3116 4
1290 7179 13
6990 1705 6
8606 7141 14
9229 335 5
3820 2351 19
5581 2550 20
9750 6678 6
8714 384 6
659 2730 17
9077 4440 10
9964 2080 11
4378 9502 13
1020 6892 17
5248 9802 9
2460 1686 14
7032 7763 8
8193 4160 1
4701 1780 4
8171 9161 15
3148 4660 16
9172 8362 8
1592 4679 19
2059 579 5
7237 2461 15
6083 6073 20
4327 6638 20
8036 5638 13
3087 2471 20
9156 5781 10
8090 4861 16
8730 9600 2
3742 8405 17
1033 928 3
921 36 13
8620 2184 14
2975 4577 13
8443 3847 12
4248 3932 1
322 1121 14
7340 6594 15
1713 976 20
8149 615 4
1373 2244 4
71 7896 11
1097 4205 7
5046 3379 4
1929 5145 14
9949 5388 7
3885 2262 8
2670 6502 18
4653 5645 19
9203 2291 2
78 1041 9
9544 5106 17
5336 8588 20
3803 6955 17
2938 1036 1
8825 5424 9
3396 9383 11
6270 5979 4
6232 3872 8
8641 9319 12
1462 8125 2
2049 8389 16
2361 4463 16
5480 4341 19
4682 7733 19
2595 8326 14
9128 8341 20
5364 2755 8
5801 3024 8
3197 3075 16
6473 3689 20
3376 2117 8
9253 298 18
9951 8557 14
508 6747 1
3509 4038 13
7595 3256 9
5656 1356 17
1290 22 7
7492 206 4
1006 986 5
2173 5222 20
6565 8511 1
7720 7294 18
385 9497 1
7710 4312 15
6315 9651 14
2983 7136 1
4780 3369 18
6423 5818 5
8994 842 1
5152 8251 11
6740 7590 19
2892 509 3
4651 5833 13
4381 8012 12
8311 1881 5
6810 9631 15
2434 8474 16
4528 9245 19
1564 2451 11
9212 4820 11
2363 6853 10
2729 3040 8
8245 1744 2
4050 6686 13
9269 2425 10
5277 6002 1
5807 644 17
1881 7812 13
1449 5442 14
2671 4667 12
2895 3503 16
8345 9421 20
3082 6979 1
9609 2876 18
2854 1691 19
7089 8981 5
3461 4715 3
1826 2654 16
3788 7355 11
1099 6740 6
9457 7747 6
5608 6584 16
9399 8748 18
3629 3981 11
1439 4125 6
8230 2568 7
4980 9527 5
6532 5788 4
9673 6949 16
3806 9303 3
6186 7996 4
1497 1797 18
38 8611 1
1390 2040 9
877 9782 20
143 4746 17
3907 9029 10
2333 904 12
280 9564 2
5010 5652 1
1209 8279 20
334 7710 10
1616 4909 13
3768 1991 4
1596 30 17
7835 9691 4
6582 4994 19
4578 2993 20
2377 6567 19
1737 7178 17
6692 5070 13
2170 1787 16
4534 491 18
921 6047 20
3869 687 6
